nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
68,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
69,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
70,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
71,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
72,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
73,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
74,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
75,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
76,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
77,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
78,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
79,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
80,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
81,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
82,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
83,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
84,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
85,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
86,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
87,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
88,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
89,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
90,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
91,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
92,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
93,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
94,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
95,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
96,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
97,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
98,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
99,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
100,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
101,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
102,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
103,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
104,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
105,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
106,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
107,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
108,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
109,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
110,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
111,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
112,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
113,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
114,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
115,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
116,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
117,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
118,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
119,49.99999999999999,0.0,950.0,0.0,0.3333333333333334,3.8910976041657603,158.11388300841898,159.71914124998497,0.0,0.0,0.0,0.0,950.0,25510.20408163265,0.0,0.0,3.16227766016838,0.9486832980505135,0.0,None
